order_id,customer_id,product_id,quantity,unit_price,payment_mode,order_date
OFF00216,922,213,4,4999,Wallet,2026-01-27
OFF00217,873,112,2,9999,Net Banking,2026-01-28
OFF00218,821,42,4,4999,Debit Card,2026-01-03
OFF00219,949,289,1,499,Net Banking,2026-01-29
OFF00220,650,259,2,4999,Credit Card,2026-01-06
OFF00221,797,168,4,499,Credit Card,2026-01-23
OFF00222,1021,299,4,499,Net Banking,2026-01-15
OFF00223,626,29,4,999,Cash,2026-01-15
OFF00224,574,289,1,4999,Wallet,2026-01-26
OFF00225,361,158,1,2499,UPI,2026-01-24
OFF00226,534,112,1,499,Debit Card,2026-01-23
OFF00227,1057,33,1,499,Cash,2026-01-02
OFF00228,888,147,4,999,Credit Card,2026-01-25
OFF00229,560,216,3,2499,Cash,2026-01-13
OFF00230,981,42,2,9999,Debit Card,2026-01-04
OFF00231,231,92,4,4999,Wallet,2026-01-08
OFF00232,575,2,1,1499,Wallet,2026-01-24
OFF00233,489,279,4,4999,Credit Card,2026-01-08
OFF00234,383,236,3,999,Credit Card,2026-01-30
OFF00235,530,58,1,9999,Net Banking,2026-01-25
OFF00236,169,9,2,999,UPI,2026-01-20
OFF00237,789,18,4,4999,Wallet,2026-01-28
OFF00238,146,25,2,9999,Cash,2026-01-15
OFF00239,244,120,2,499,Net Banking,2026-01-10
OFF00240,713,120,3,4999,Wallet,2026-01-27
OFF00241,998,165,2,1499,Credit Card,2026-01-22
OFF00242,408,267,2,2499,Debit Card,2026-01-02
OFF00243,796,286,2,9999,Cash,2026-01-18
OFF00244,1065,254,1,1499,Wallet,2026-01-22
OFF00245,527,196,3,9999,Cash,2026-01-05
OFF00246,873,154,4,999,Net Banking,2026-01-16
OFF00247,979,124,2,1499,Wallet,2026-01-05
OFF00248,523,238,1,4999,Cash,2026-01-18
OFF00249,349,272,2,2499,Debit Card,2026-01-07
OFF00250,968,170,1,2499,Debit Card,2026-01-03
OFF00251,375,275,2,499,Cash,2026-01-22
OFF00252,924,21,1,999,Net Banking,2026-01-24
OFF00253,314,287,2,2499,Debit Card,2026-01-10
OFF00254,1086,8,2,999,Wallet,2026-01-04
OFF00255,719,246,2,9999,Wallet,2026-01-07
OFF00256,430,204,2,4999,Debit Card,2026-01-13
OFF00257,368,239,3,1499,Debit Card,2026-01-17
OFF00258,923,255,4,499,Wallet,2026-01-16
OFF00259,421,164,2,1499,Cash,2026-01-02
OFF00260,250,289,2,9999,UPI,2026-01-09
OFF00261,257,284,4,1499,Credit Card,2026-01-11
OFF00262,954,118,4,4999,Credit Card,2026-01-16
OFF00263,882,282,3,1499,Cash,2026-01-24
OFF00264,851,252,4,999,Debit Card,2026-01-06
OFF00265,1039,72,4,999,Net Banking,2026-01-21
OFF00266,1068,31,1,499,Wallet,2026-01-02
OFF00267,963,4,4,999,Wallet,2026-01-08
OFF00268,324,35,2,499,Net Banking,2026-01-15
OFF00269,754,192,1,4999,Wallet,2026-01-30
OFF00270,107,248,4,499,Net Banking,2026-01-18
OFF00271,643,211,1,499,Wallet,2026-01-09
OFF00272,615,275,3,499,Wallet,2026-01-22
OFF00273,1041,221,2,499,UPI,2026-01-17
OFF00274,735,77,2,999,Net Banking,2026-01-09
OFF00275,181,182,3,2499,Debit Card,2026-01-13
OFF00276,332,236,2,9999,Debit Card,2026-01-22
OFF00277,516,42,1,499,Cash,2026-01-13
OFF00278,753,283,4,499,UPI,2026-01-23
OFF00279,966,88,1,2499,Cash,2026-01-21
OFF00280,1042,170,1,4999,UPI,2026-01-08
OFF00281,148,109,4,1499,UPI,2026-01-22
OFF00282,1052,144,1,999,Debit Card,2026-01-01
OFF00283,941,107,2,9999,Cash,2026-01-30
OFF00284,678,40,3,999,Credit Card,2026-01-19
OFF00285,874,200,3,2499,Wallet,2026-01-05
OFF00286,201,41,3,499,Cash,2026-01-08
OFF00287,888,39,3,4999,Net Banking,2026-01-20
OFF00288,750,204,3,499,Debit Card,2026-01-26
OFF00289,465,231,4,999,Net Banking,2026-01-13
OFF00290,700,222,2,9999,Wallet,2026-01-13
OFF00291,831,44,3,999,UPI,2026-01-03
OFF00292,829,138,2,2499,Wallet,2026-01-05
OFF00293,210,200,3,1499,UPI,2026-01-01
OFF00294,880,158,4,1499,Debit Card,2026-01-04
OFF00295,542,68,1,999,Cash,2026-01-18
OFF00296,127,285,4,499,UPI,2026-01-12
OFF00297,713,284,1,4999,Debit Card,2026-01-28
OFF00298,524,198,1,1499,Cash,2026-01-25
OFF00299,634,44,2,4999,Credit Card,2026-01-22
OFF00300,376,195,2,999,Debit Card,2026-01-09
OFF00301,272,253,2,499,Cash,2026-01-09
OFF00302,902,216,3,2499,UPI,2026-01-12
OFF00303,741,129,2,9999,Cash,2026-01-20
OFF00304,239,101,4,499,Debit Card,2026-01-01
OFF00305,490,203,3,4999,Debit Card,2026-01-15
OFF00306,1098,172,4,9999,Net Banking,2026-01-05
OFF00307,1071,154,3,4999,Wallet,2026-01-07
OFF00308,1088,246,3,999,Cash,2026-01-11
OFF00309,901,150,4,4999,Credit Card,2026-01-11
OFF00310,474,193,3,2499,UPI,2026-01-30
OFF00311,659,289,2,4999,Credit Card,2026-01-22
OFF00312,573,282,1,9999,Wallet,2026-01-07
OFF00313,171,225,3,9999,Cash,2026-01-22
OFF00314,411,256,2,9999,Credit Card,2026-01-09
OFF00315,176,79,4,2499,Cash,2026-01-20
OFF00316,619,246,4,4999,Wallet,2026-01-14
OFF00317,819,279,1,1499,Net Banking,2026-01-20
OFF00318,774,44,1,999,Wallet,2026-01-12
OFF00319,761,86,1,4999,Wallet,2026-01-21
OFF00320,209,205,3,2499,UPI,2026-01-04
OFF00321,865,133,2,4999,Net Banking,2026-01-18
OFF00322,484,298,2,2499,Cash,2026-01-15
OFF00323,126,257,2,1499,Cash,2026-01-04
OFF00324,219,152,4,499,Wallet,2026-01-05
OFF00325,567,179,3,1499,Credit Card,2026-01-17
OFF00326,200,248,3,2499,Cash,2026-01-24
OFF00327,408,232,3,499,UPI,2026-01-26
OFF00328,764,59,1,1499,UPI,2026-01-22
OFF00329,279,85,2,4999,Net Banking,2026-01-06
OFF00330,338,170,4,2499,Cash,2026-01-21
OFF00331,774,95,2,9999,Cash,2026-01-13
OFF00332,707,15,2,2499,Cash,2026-01-13
OFF00333,386,3,2,999,Wallet,2026-01-26
OFF00334,292,33,1,4999,Debit Card,2026-01-11
OFF00335,369,101,4,499,Wallet,2026-01-28
OFF00336,498,251,3,4999,Net Banking,2026-01-13
OFF00337,966,59,3,1499,Cash,2026-01-20
OFF00338,705,89,3,4999,UPI,2026-01-22
OFF00339,345,69,3,499,Debit Card,2026-01-04
OFF00340,245,94,3,9999,Net Banking,2026-01-13
OFF00341,493,215,2,4999,Cash,2026-01-06
OFF00342,271,250,2,4999,Cash,2026-01-10
OFF00343,963,72,2,1499,Cash,2026-01-20
OFF00344,597,28,3,499,Credit Card,2026-01-07
OFF00345,802,197,4,2499,Cash,2026-01-14
OFF00346,185,228,4,999,Net Banking,2026-01-01
OFF00347,382,113,3,499,Credit Card,2026-01-18
OFF00348,680,148,2,2499,Wallet,2026-01-25
OFF00349,217,254,1,4999,Debit Card,2026-01-25
OFF00350,943,279,3,4999,UPI,2026-01-25
OFF00351,205,226,2,2499,Wallet,2026-01-27
OFF00352,561,127,3,499,Debit Card,2026-01-12
OFF00353,895,45,4,499,Credit Card,2026-01-07
OFF00354,731,180,4,999,Credit Card,2026-01-26
OFF00355,684,106,2,499,Debit Card,2026-01-18
OFF00356,821,144,2,1499,Debit Card,2026-01-10
OFF00357,1022,294,3,4999,Wallet,2026-01-27
OFF00358,1041,49,2,2499,UPI,2026-01-09
OFF00359,250,65,2,999,Wallet,2026-01-11
OFF00360,246,127,4,2499,Net Banking,2026-01-21
OFF00361,563,138,4,2499,UPI,2026-01-21
OFF00362,868,48,4,4999,Debit Card,2026-01-23
OFF00363,436,189,4,2499,Net Banking,2026-01-01
OFF00364,781,48,4,9999,Wallet,2026-01-12
OFF00365,1092,33,4,999,Cash,2026-01-27
OFF00366,431,109,4,1499,Debit Card,2026-01-11
OFF00367,973,281,2,4999,Cash,2026-01-26
OFF00368,202,176,1,499,Wallet,2026-01-26
OFF00369,1052,236,1,499,Credit Card,2026-01-15
OFF00370,308,234,1,2499,Wallet,2026-01-30
OFF00371,996,68,3,999,Debit Card,2026-01-03
OFF00372,481,185,3,499,Wallet,2026-01-29
OFF00373,741,85,1,2499,Debit Card,2026-01-24
OFF00374,194,120,4,9999,Wallet,2026-01-04
OFF00375,180,1,2,2499,Credit Card,2026-01-19
OFF00376,109,116,4,499,Wallet,2026-01-11
OFF00377,236,62,4,9999,Cash,2026-01-03
OFF00378,849,118,4,499,UPI,2026-01-04
OFF00379,241,161,3,1499,Cash,2026-01-25
OFF00380,644,69,2,499,Net Banking,2026-01-01
OFF00381,840,85,4,1499,Credit Card,2026-01-21
OFF00382,804,78,4,4999,Cash,2026-01-28
OFF00383,244,112,1,499,UPI,2026-01-19
OFF00384,423,197,3,2499,Credit Card,2026-01-08
OFF00385,667,142,1,999,Net Banking,2026-01-20
OFF00386,997,146,1,9999,Debit Card,2026-01-07
OFF00387,502,266,2,9999,Debit Card,2026-01-21
OFF00388,496,28,2,2499,UPI,2026-01-08
OFF00389,1011,256,1,4999,UPI,2026-01-12
OFF00390,982,163,2,2499,Net Banking,2026-01-14
OFF00391,1078,188,2,2499,UPI,2026-01-01
OFF00392,321,35,1,1499,UPI,2026-01-30
OFF00393,394,31,4,4999,Wallet,2026-01-23
OFF00394,819,257,4,2499,Cash,2026-01-03
OFF00395,186,275,2,1499,Debit Card,2026-01-03
OFF00396,650,262,2,999,Debit Card,2026-01-13
OFF00397,548,34,3,9999,Wallet,2026-01-28
OFF00398,189,123,1,999,Cash,2026-01-04
OFF00399,783,233,1,1499,Wallet,2026-01-22
OFF00400,825,90,1,499,Credit Card,2026-01-23
OFF00401,1076,6,2,2499,Debit Card,2026-01-17
OFF00402,481,265,3,999,Credit Card,2026-01-24
OFF00403,444,138,1,499,Cash,2026-01-09
OFF00404,830,269,1,1499,Net Banking,2026-01-21
OFF00405,624,40,4,2499,Debit Card,2026-01-02
OFF00406,262,256,2,1499,Debit Card,2026-01-25
OFF00407,859,53,1,999,Net Banking,2026-01-01
OFF00408,148,23,1,999,Cash,2026-01-12
OFF00409,1054,197,2,999,UPI,2026-01-18
OFF00410,355,215,2,1499,Cash,2026-01-30
OFF00411,686,164,3,499,Debit Card,2026-01-04
OFF00412,329,258,1,999,Net Banking,2026-01-02
OFF00413,987,206,1,2499,Debit Card,2026-01-25
OFF00414,667,160,3,499,Cash,2026-01-01
OFF00415,678,189,2,1499,Debit Card,2026-01-24
OFF00416,706,125,4,1499,Cash,2026-01-25
OFF00417,107,101,2,999,Cash,2026-01-01
OFF00418,960,120,3,9999,Wallet,2026-01-29
OFF00419,878,5,3,499,Wallet,2026-01-13
OFF00420,643,158,1,999,Credit Card,2026-01-14
OFF00421,829,252,1,999,Debit Card,2026-01-03
OFF00422,523,23,2,4999,Wallet,2026-01-29
OFF00423,187,191,4,9999,Net Banking,2026-01-04
OFF00424,940,259,2,9999,Cash,2026-01-03
OFF00425,779,291,1,2499,Credit Card,2026-01-08
OFF00426,1049,150,3,1499,Cash,2026-01-23
OFF00427,379,168,3,2499,Credit Card,2026-01-03
OFF00428,212,104,2,4999,Credit Card,2026-01-04
OFF00429,422,85,4,2499,Cash,2026-01-04
OFF00430,563,275,3,999,Debit Card,2026-01-15
OFF00431,262,136,1,499,Wallet,2026-01-10
OFF00432,252,21,2,1499,UPI,2026-01-23
OFF00433,626,128,3,2499,UPI,2026-01-22
OFF00434,132,154,3,999,Cash,2026-01-28
OFF00435,574,232,2,499,UPI,2026-01-26
OFF00436,164,72,1,499,Credit Card,2026-01-05
OFF00437,803,102,4,1499,Wallet,2026-01-21
OFF00438,123,44,3,499,UPI,2026-01-07
OFF00439,1027,228,2,499,Debit Card,2026-01-04
OFF00440,273,22,4,499,Net Banking,2026-01-14
OFF00441,492,203,4,499,Wallet,2026-01-14
OFF00442,1031,89,3,999,Credit Card,2026-01-09
OFF00443,136,144,4,999,Net Banking,2026-01-20
OFF00444,522,126,3,2499,Net Banking,2026-01-16
OFF00445,493,32,1,1499,Credit Card,2026-01-14
OFF00446,922,103,2,9999,Net Banking,2026-01-26
OFF00447,468,10,4,9999,Cash,2026-01-18
OFF00448,615,249,3,4999,Debit Card,2026-01-13
OFF00449,427,139,2,499,Net Banking,2026-01-08
OFF00450,929,16,3,499,Cash,2026-01-17
OFF00451,203,184,2,999,Credit Card,2026-01-22
OFF00452,936,124,3,4999,Wallet,2026-01-02
OFF00453,1058,113,4,1499,Credit Card,2026-01-06
OFF00454,815,122,3,9999,Debit Card,2026-01-30
OFF00455,678,15,3,4999,Credit Card,2026-01-19
OFF00456,417,97,4,4999,Credit Card,2026-01-16
OFF00457,339,20,1,499,Net Banking,2026-01-08
OFF00458,440,11,4,499,Net Banking,2026-01-07
OFF00459,282,67,3,9999,Debit Card,2026-01-02
OFF00460,822,12,2,4999,Credit Card,2026-01-25
OFF00461,483,57,3,499,Wallet,2026-01-22
OFF00462,410,203,1,1499,Debit Card,2026-01-05
OFF00463,1084,81,4,9999,Cash,2026-01-21
OFF00464,1092,163,2,9999,Net Banking,2026-01-23
OFF00465,704,183,2,9999,Credit Card,2026-01-13
OFF00466,282,158,3,999,Wallet,2026-01-01
OFF00467,134,294,4,4999,Credit Card,2026-01-20
OFF00468,680,163,2,9999,UPI,2026-01-30
OFF00469,864,255,2,1499,UPI,2026-01-08
OFF00470,752,178,3,999,UPI,2026-01-27
OFF00471,372,172,4,499,Credit Card,2026-01-08
OFF00472,906,35,3,1499,UPI,2026-01-24
OFF00473,549,1,1,2499,Wallet,2026-01-14
OFF00474,1003,86,4,2499,Cash,2026-01-12
OFF00475,949,280,4,499,Cash,2026-01-26
OFF00476,563,296,2,999,UPI,2026-01-26
OFF00477,427,18,3,499,Debit Card,2026-01-04
OFF00478,1010,38,3,999,Cash,2026-01-06
OFF00479,709,39,1,1499,Net Banking,2026-01-29
OFF00480,1066,248,1,2499,Wallet,2026-01-06
OFF00481,204,223,2,499,Debit Card,2026-01-07
OFF00482,668,98,4,9999,Wallet,2026-01-30
OFF00483,389,277,3,9999,Debit Card,2026-01-08
OFF00484,686,50,1,2499,Net Banking,2026-01-27
OFF00485,470,252,2,499,UPI,2026-01-14
OFF00486,741,45,3,9999,Net Banking,2026-01-16
OFF00487,312,103,1,499,Credit Card,2026-01-21
OFF00488,965,150,1,2499,UPI,2026-01-10
OFF00489,1017,204,4,2499,Wallet,2026-01-09
OFF00490,480,47,4,999,Cash,2026-01-12
OFF00491,370,96,4,499,Cash,2026-01-15
OFF00492,678,135,2,1499,UPI,2026-01-05
OFF00493,453,50,1,9999,Net Banking,2026-01-14
OFF00494,939,117,1,2499,Net Banking,2026-01-14
OFF00495,1003,275,4,4999,Credit Card,2026-01-16
OFF00496,1025,154,1,2499,Wallet,2026-01-02
OFF00497,1073,258,2,499,Cash,2026-01-06
OFF00498,230,86,2,999,UPI,2026-01-14
OFF00499,943,41,4,999,Wallet,2026-01-05
OFF00500,1037,133,3,9999,UPI,2026-01-03
OFF00501,434,199,4,4999,Debit Card,2026-01-17
OFF00502,739,235,1,9999,Net Banking,2026-01-17
OFF00503,254,215,1,2499,Credit Card,2026-01-19
OFF00504,677,299,1,499,UPI,2026-01-26
OFF00505,371,147,3,2499,Cash,2026-01-21
OFF00506,277,249,4,499,Debit Card,2026-01-13
OFF00507,506,74,4,499,Debit Card,2026-01-23
OFF00508,587,122,1,9999,Debit Card,2026-01-29
OFF00509,938,191,1,1499,Debit Card,2026-01-10
OFF00510,802,144,4,9999,UPI,2026-01-28
OFF00511,1098,117,2,1499,Wallet,2026-01-15
OFF00512,527,165,3,9999,Net Banking,2026-01-21
OFF00513,317,46,2,2499,Cash,2026-01-24
OFF00514,628,249,3,499,Credit Card,2026-01-03
OFF00515,900,160,4,999,Net Banking,2026-01-29
OFF00516,298,292,1,999,Credit Card,2026-01-27
OFF00517,568,30,2,499,UPI,2026-01-30
