product_id,sku_id,product_name,category,brand
88,SKU1087,Product_88,Appliances,TechMax
89,SKU1088,Product_89,Fashion,ClickTech
90,SKU1089,Product_90,Toys,HomeEase
91,SKU1090,Product_91,Sports,HomeEase
92,SKU1091,Product_92,Appliances,ClickTech
93,SKU1092,Product_93,Furniture,HomeEase
94,SKU1093,Product_94,Furniture,ClickTech
95,SKU1094,Product_95,Furniture,TechMax
96,SKU1095,Product_96,Books,SportPro
97,SKU1096,Product_97,Sports,SportPro
98,SKU1097,Product_98,Appliances,TechMax
99,SKU1098,Product_99,Furniture,FitLife
100,SKU1099,Product_100,Sports,FitLife
101,SKU1100,Product_101,Sports,SportPro
102,SKU1101,Product_102,Electronics,HomeEase
103,SKU1102,Product_103,Appliances,HomeEase
104,SKU1103,Product_104,Books,ClickTech
105,SKU1104,Product_105,Fashion,HomeEase
106,SKU1105,Product_106,Sports,ComfortSeat
107,SKU1106,Product_107,Appliances,ComfortSeat
108,SKU1107,Product_108,Electronics,TechMax
109,SKU1108,Product_109,Furniture,FitLife
110,SKU1109,Product_110,Fashion,FitLife
111,SKU1110,Product_111,Books,ClickTech
112,SKU1111,Product_112,Books,FitLife
113,SKU1112,Product_113,Sports,FashionHub
114,SKU1113,Product_114,Appliances,SportPro
115,SKU1114,Product_115,Books,ClickTech
116,SKU1115,Product_116,Fashion,TechMax
117,SKU1116,Product_117,Books,BookWorld
118,SKU1117,Product_118,Fashion,FitLife
119,SKU1118,Product_119,Electronics,ClickTech
120,SKU1119,Product_120,Furniture,TechMax
121,SKU1120,Product_121,Toys,FitLife
122,SKU1121,Product_122,Fashion,TechMax
123,SKU1122,Product_123,Toys,ComfortSeat
124,SKU1123,Product_124,Books,SportPro
125,SKU1124,Product_125,Appliances,ComfortSeat
126,SKU1125,Product_126,Fashion,FashionHub
127,SKU1126,Product_127,Sports,SportPro
128,SKU1127,Product_128,Electronics,SportPro
129,SKU1128,Product_129,Appliances,FashionHub
130,SKU1129,Product_130,Appliances,BookWorld
131,SKU1130,Product_131,Sports,ClickTech
132,SKU1131,Product_132,Toys,ComfortSeat
133,SKU1132,Product_133,Appliances,FashionHub
134,SKU1133,Product_134,Sports,SportPro
135,SKU1134,Product_135,Appliances,FashionHub
136,SKU1135,Product_136,Toys,TechMax
137,SKU1136,Product_137,Books,ClickTech
138,SKU1137,Product_138,Appliances,FitLife
139,SKU1138,Product_139,Appliances,ClickTech
140,SKU1139,Product_140,Toys,FashionHub
141,SKU1140,Product_141,Toys,TechMax
142,SKU1141,Product_142,Sports,SportPro
143,SKU1142,Product_143,Books,TechMax
144,SKU1143,Product_144,Furniture,BookWorld
145,SKU1144,Product_145,Fashion,SportPro
146,SKU1145,Product_146,Sports,SportPro
147,SKU1146,Product_147,Toys,TechMax
148,SKU1147,Product_148,Furniture,FitLife
149,SKU1148,Product_149,Fashion,ComfortSeat
150,SKU1149,Product_150,Appliances,SportPro
151,SKU1150,Product_151,Sports,SportPro
152,SKU1151,Product_152,Electronics,TechMax
153,SKU1152,Product_153,Sports,HomeEase
154,SKU1153,Product_154,Sports,ComfortSeat
155,SKU1154,Product_155,Appliances,TechMax
156,SKU1155,Product_156,Fashion,FashionHub
157,SKU1156,Product_157,Electronics,HomeEase
158,SKU1157,Product_158,Toys,ClickTech
159,SKU1158,Product_159,Books,ClickTech
160,SKU1159,Product_160,Sports,ComfortSeat
161,SKU1160,Product_161,Books,FitLife
162,SKU1161,Product_162,Fashion,FitLife
163,SKU1162,Product_163,Books,SportPro
164,SKU1163,Product_164,Books,HomeEase
165,SKU1164,Product_165,Books,ComfortSeat
166,SKU1165,Product_166,Books,HomeEase
167,SKU1166,Product_167,Fashion,ComfortSeat
168,SKU1167,Product_168,Toys,ClickTech
169,SKU1168,Product_169,Appliances,FashionHub
170,SKU1169,Product_170,Appliances,FitLife
171,SKU1170,Product_171,Toys,TechMax
172,SKU1171,Product_172,Appliances,FitLife
173,SKU1172,Product_173,Toys,SportPro
174,SKU1173,Product_174,Toys,ComfortSeat
175,SKU1174,Product_175,Books,SportPro
176,SKU1175,Product_176,Appliances,BookWorld
177,SKU1176,Product_177,Fashion,FashionHub
178,SKU1177,Product_178,Books,BookWorld
179,SKU1178,Product_179,Toys,HomeEase
180,SKU1179,Product_180,Sports,HomeEase
181,SKU1180,Product_181,Fashion,FashionHub
182,SKU1181,Product_182,Furniture,FashionHub
183,SKU1182,Product_183,Electronics,BookWorld
184,SKU1183,Product_184,Sports,SportPro
185,SKU1184,Product_185,Sports,FashionHub
186,SKU1185,Product_186,Books,ComfortSeat
187,SKU1186,Product_187,Books,TechMax
188,SKU1187,Product_188,Furniture,BookWorld
189,SKU1188,Product_189,Toys,ClickTech
190,SKU1189,Product_190,Toys,SportPro
191,SKU1190,Product_191,Electronics,SportPro
192,SKU1191,Product_192,Electronics,ComfortSeat
193,SKU1192,Product_193,Books,ComfortSeat
194,SKU1193,Product_194,Electronics,SportPro
195,SKU1194,Product_195,Toys,FitLife
196,SKU1195,Product_196,Appliances,FashionHub
197,SKU1196,Product_197,Sports,ClickTech
198,SKU1197,Product_198,Toys,BookWorld
199,SKU1198,Product_199,Toys,FashionHub
200,SKU1199,Product_200,Appliances,SportPro
201,SKU1200,Product_201,Toys,TechMax
202,SKU1201,Product_202,Fashion,ClickTech
203,SKU1202,Product_203,Furniture,FitLife
204,SKU1203,Product_204,Furniture,ClickTech
205,SKU1204,Product_205,Books,ClickTech
206,SKU1205,Product_206,Toys,ClickTech
207,SKU1206,Product_207,Books,ComfortSeat
208,SKU1207,Product_208,Sports,FitLife
209,SKU1208,Product_209,Electronics,TechMax
210,SKU1209,Product_210,Appliances,TechMax
211,SKU1210,Product_211,Appliances,BookWorld
212,SKU1211,Product_212,Appliances,FashionHub
213,SKU1212,Product_213,Furniture,HomeEase
214,SKU1213,Product_214,Fashion,FashionHub
215,SKU1214,Product_215,Fashion,ComfortSeat
216,SKU1215,Product_216,Furniture,ComfortSeat
217,SKU1216,Product_217,Electronics,FashionHub
218,SKU1217,Product_218,Fashion,HomeEase
219,SKU1218,Product_219,Books,ComfortSeat
220,SKU1219,Product_220,Furniture,SportPro
221,SKU1220,Product_221,Sports,FitLife
222,SKU1221,Product_222,Books,FitLife
223,SKU1222,Product_223,Sports,TechMax
224,SKU1223,Product_224,Toys,SportPro
225,SKU1224,Product_225,Appliances,ComfortSeat
226,SKU1225,Product_226,Electronics,SportPro
227,SKU1226,Product_227,Appliances,FitLife
228,SKU1227,Product_228,Sports,FashionHub
229,SKU1228,Product_229,Sports,FitLife
230,SKU1229,Product_230,Books,FitLife
231,SKU1230,Product_231,Furniture,FashionHub
232,SKU1231,Product_232,Toys,SportPro
233,SKU1232,Product_233,Electronics,HomeEase
234,SKU1233,Product_234,Books,BookWorld
235,SKU1234,Product_235,Fashion,FitLife
236,SKU1235,Product_236,Sports,FitLife
237,SKU1236,Product_237,Electronics,FashionHub
238,SKU1237,Product_238,Appliances,TechMax
239,SKU1238,Product_239,Fashion,TechMax
240,SKU1239,Product_240,Fashion,SportPro
241,SKU1240,Product_241,Toys,FitLife
242,SKU1241,Product_242,Toys,HomeEase
243,SKU1242,Product_243,Fashion,BookWorld
244,SKU1243,Product_244,Furniture,HomeEase
245,SKU1244,Product_245,Fashion,FitLife
246,SKU1245,Product_246,Sports,ComfortSeat
247,SKU1246,Product_247,Sports,ClickTech
248,SKU1247,Product_248,Sports,TechMax
249,SKU1248,Product_249,Appliances,SportPro
250,SKU1249,Product_250,Electronics,BookWorld
251,SKU1250,Product_251,Sports,ComfortSeat
252,SKU1251,Product_252,Electronics,FitLife
253,SKU1252,Product_253,Appliances,FashionHub
254,SKU1253,Product_254,Furniture,HomeEase
255,SKU1254,Product_255,Furniture,BookWorld
256,SKU1255,Product_256,Fashion,FitLife
257,SKU1256,Product_257,Toys,ComfortSeat
258,SKU1257,Product_258,Appliances,SportPro
259,SKU1258,Product_259,Toys,FitLife
260,SKU1259,Product_260,Sports,BookWorld
261,SKU1260,Product_261,Toys,ClickTech
262,SKU1261,Product_262,Books,ClickTech
263,SKU1262,Product_263,Furniture,HomeEase
264,SKU1263,Product_264,Toys,FashionHub
265,SKU1264,Product_265,Toys,BookWorld
266,SKU1265,Product_266,Electronics,FashionHub
267,SKU1266,Product_267,Electronics,FitLife
268,SKU1267,Product_268,Fashion,ClickTech
269,SKU1268,Product_269,Books,BookWorld
270,SKU1269,Product_270,Sports,FitLife
271,SKU1270,Product_271,Fashion,FashionHub
272,SKU1271,Product_272,Toys,BookWorld
273,SKU1272,Product_273,Electronics,HomeEase
274,SKU1273,Product_274,Books,TechMax
275,SKU1274,Product_275,Fashion,BookWorld
276,SKU1275,Product_276,Fashion,HomeEase
277,SKU1276,Product_277,Sports,ClickTech
278,SKU1277,Product_278,Sports,SportPro
279,SKU1278,Product_279,Sports,FitLife
280,SKU1279,Product_280,Sports,FashionHub
281,SKU1280,Product_281,Electronics,ComfortSeat
282,SKU1281,Product_282,Electronics,TechMax
283,SKU1282,Product_283,Appliances,SportPro
284,SKU1283,Product_284,Electronics,ClickTech
285,SKU1284,Product_285,Furniture,ComfortSeat
286,SKU1285,Product_286,Books,SportPro
287,SKU1286,Product_287,Appliances,FashionHub
288,SKU1287,Product_288,Fashion,ComfortSeat
289,SKU1288,Product_289,Books,ClickTech
290,SKU1289,Product_290,Toys,SportPro
291,SKU1290,Product_291,Fashion,FashionHub
292,SKU1291,Product_292,Appliances,TechMax
293,SKU1292,Product_293,Sports,BookWorld
294,SKU1293,Product_294,Furniture,SportPro
295,SKU1294,Product_295,Books,HomeEase
296,SKU1295,Product_296,Toys,BookWorld
297,SKU1296,Product_297,Electronics,BookWorld
298,SKU1297,Product_298,Fashion,BookWorld
299,SKU1298,Product_299,Electronics,FashionHub
300,SKU1299,Product_300,Appliances,HomeEase
